proj_name,proj_time,1,2,3,4,5,6,7,8,9,10,11,12,split
项目名称02223,2021-04-20-2021-04-20,1378.51,1378.51,1378.52,1378.52,1378.52,-99,-99,2470.52,2470.52,2470.52,2470.52,2470.52,0
项目名称02224,2021-04-20-2021-04-20,14401.74,14401.74,15078.4,15078.4,15083.4,-99,-99,15083.4,15083.4,15083.4,15083.4,15382.4,1
项目名称02225,2021-04-20-0,34300.49,34300.49,34301.49,34304.49,34308.49,34308.49,-99,-99,-99,-99,-99,-99,0
项目名称02226,2020-11-20-2022-01-12,7685.86,7685.86,7687.36,7689.36,7694.36,7694.36,7694.36,7695.46,-99,-99,-99,-99,0
项目名称02227,2021-04-21-0,337.76,337.76,337.76,342.76,342.76,342.76,-99,-99,-99,-99,-99,-99,0
项目名称02228,2020-12-03-2022-02-14,56313.66,56440.66,56626.28,56676.99,56692.04,56721.04,66903.05,67009.55,67019.65,-99,67031.28,67159.85,1
项目名称02229,2020-12-04-2020-12-04,664290,703890,752400,777150,811800,843480,891000,933570,958320,-99,1046430,1089000,0
项目名称02230,2021-08-03-0,159454.64,159454.64,159454.64,159454.64,159454.64,159454.64,-99,-99,-99,-99,-99,-99,0
项目名称02231,2020-12-09-2021-12-31,8391.82,8400.59,8410.87,8418.95,8429.95,8435.96,-99,-99,-99,-99,-99,-99,0
项目名称02232,2020-12-11-0,2369.78,2419.78,2439.7,2449.8,2470.8,2492.8,2495.8,-99,-99,-99,-99,-99,0
项目名称02233,2021-08-03-2021-08-03,8.8,8.8,13.8,13.8,13.8,14.8,14.8,14.8,14.8,14.8,15.8,15.8,0
项目名称02234,2020-12-14-2021-12-31,1216.04,1239.64,1241.14,1241.14,1260.14,1260.14,1260.14,1260.24,1260.31,-99,1262.31,1262.87,0
项目名称02235,2021-08-03-0,53880.82,53880.82,53891.87,53891.87,53891.87,53912.87,53912.87,53912.87,53912.87,53912.87,53912.87,53912.87,0
项目名称02236,2020-12-16-2021-12-31,9519.49,9522.49,9535.49,9536.09,9537.29,9538.29,9541.39,9541.39,11428.16,-99,11429.16,11431.32,0
项目名称02237,2020-12-17-2021-12-31,3829.45,3835.45,3836.95,3841.95,3841.95,3841.95,3843.05,3843.15,4085.08,-99,4135.06,4135.12,0
项目名称02238,2021-08-03-2021-12-31,2329.75,2329.75,2335.75,2343.76,2343.86,2343.87,2344.37,2345.37,2345.87,2345.87,2985.87,2987.44,0
项目名称02239,2020-12-18-2022-01-25,117348.27,117364.35,117421.35,117431.35,117451.35,117456.35,117461.35,117463.45,117466.02,-99,-99,-99,0
项目名称02240,2021-04-21-0,5944.79,5990.79,6065.19,6106.09,6136.19,6255.59,-99,-99,-99,-99,-99,-99,0
项目名称02241,2021-08-03-2022-02-11,276.85,277.85,282.85,284.86,284.86,289.86,289.86,290.36,300.86,300.86,300.93,352.43,0
项目名称02242,2020-12-21-2021-11-22,3512515.1,3512515.1,3512531.6,5531538.89,5620023.95,5656013.54,5663805.11,5664119.81,5664426.89,-99,6360715.17,6380241.33,0
项目名称02243,2021-04-22-2021-04-22,448.11,449.11,449.15,449.15,449.2,-99,-99,449.2,449.2,449.2,449.2,449.2,0
项目名称02244,2021-08-04-0,49421.92,49421.92,49421.92,49421.92,49421.92,49421.92,-99,-99,-99,-99,-99,-99,0
项目名称02245,2021-04-23-2022-01-20,10206.25,10264.41,10264.42,10264.92,10264.92,10264.92,10264.92,10274.82,10275.39,-99,10278.89,10325.39,0
项目名称02246,2021-04-23-2022-01-19,1093.39,1103.39,1103.39,1458.89,1518.89,1518.89,1518.89,1518.89,1519.46,1521.96,1523.96,1525.01,0
项目名称02247,2021-04-25-2021-04-25,219.88,219.88,219.91,219.91,219.91,-99,-99,219.91,219.91,219.93,219.93,219.93,0
项目名称02248,2021-08-04-2022-01-24,808897.05,844792.57,845574.15,846193.28,847260.34,869427.84,874263.84,874310.91,874353.46,874590.52,-99,-99,0
项目名称02249,2019-08-26-2022-02-07,78135.2,78656.2,78677.2,78677.7,78681.2,78681.2,78682.2,78712.26,78762.76,78764.33,79295.63,-99,0
项目名称02250,2021-04-25-2021-04-25,910.99,914.99,916.67,972.03,1068.03,-99,-99,1133.03,1133.03,1163.03,1163.03,1163.03,0
项目名称02251,2019-08-27-2019-08-27,118230.06,118502.09,119140.65,119779.75,119805.99,120077.21,120182.27,120900.67,121410.68,121445.31,121697.47,122330.78,0
项目名称02252,2021-04-25-2021-04-25,359.05,359.05,359.07,359.07,359.07,-99,-99,359.07,359.07,359.08,359.08,359.08,0
项目名称02253,2019-08-29-2019-08-29,75392.82,75404.82,75423.82,75431.82,75437.82,75443.82,75458.82,75465.92,75473.92,75479.92,75507.72,75549.42,0
项目名称02254,2021-04-26-2021-04-26,1069.21,1069.21,1069.23,1069.25,1069.25,-99,-99,1069.26,1069.26,1069.26,1069.26,1069.26,0
项目名称02255,2020-12-23-2021-12-26,92868.33,101582.21,104968.47,105610.09,106627.19,128226.48,131702.8,131778.9,131904.07,-99,133290.07,133430.13,0
项目名称02256,2021-04-26-2021-04-26,796.51,796.51,796.51,1096.52,1096.55,-99,-99,1096.55,1096.55,1096.55,1096.55,1096.55,0
项目名称02257,2020-12-24-2020-12-24,88022.43,88022.43,88023.93,88023.93,88023.93,88024.93,88027.93,88028.13,88028.43,-99,88226.43,88226.43,0
项目名称02258,2021-04-26-2021-04-26,180.39,182.39,182.43,183.43,184.45,-99,-99,186.45,186.45,186.45,187.45,187.45,0
项目名称02259,2021-01-01-2022-01-19,48708.58,48778.59,50328.76,50608.76,50715.76,50796.77,50806.77,50854.22,50954.73,-99,-99,-99,1
项目名称02260,2021-01-04-2021-12-31,10061.56,10062.06,12042.47,14187.22,15726.9,29093.7,-99,-99,-99,-99,-99,-99,0
项目名称02261,2021-01-08-2022-02-14,6190.38,6200.39,6351.15,6358.9,6379.4,6421.92,6437.42,6438.47,6484.56,6487.56,6631.9,6710.09,0
项目名称02262,2021-01-15-2022-01-26,318093,318124.68,340198.78,370221.38,370241.58,400247.58,430291.58,430304.58,430344.79,430359.79,-99,-99,0
项目名称02263,2021-01-30-2022-01-19,16375.39,16375.89,16378.89,16380.89,16385.89,16385.89,16385.89,16386.89,16386.9,-99,-99,-99,1
项目名称02264,2021-04-26-2021-04-26,19712.31,19714.31,19714.34,19714.34,19714.34,-99,-99,19714.34,19723.34,19723.34,19723.34,19723.34,0
项目名称02265,2021-02-03-0,3182.81,3182.81,3682.81,3683.81,3688.81,3688.81,3688.81,3688.81,3688.81,3688.81,3718.81,3718.81,0
项目名称02266,2019-09-18-0,1385.9,1385.9,1387,1402,1402,1402,1403,1404.6,1410.7,1411.8,1412.8,1418.1,0
项目名称02267,2021-04-26-2022-01-16,14916.73,14929.75,15029.01,15090.07,15105.22,15162.22,15206.22,15256.32,-99,15435.96,15616.96,15721.07,0
项目名称02268,2021-02-03-0,1819.07,1859.07,2359.07,2359.07,2359.07,2359.07,2359.07,2359.07,2399.07,2439.07,2480.07,2480.07,0
项目名称02269,2019-09-18-2019-09-18,1834404.78,1840304.78,1848904.78,1850504.78,1852104.78,1856404.78,1861204.78,1865504.78,1871204.78,1873104.78,1892604.78,1906004.78,0
项目名称02270,2021-04-26-2021-04-26,208.05,208.05,208.1,208.12,208.12,-99,-99,208.15,208.15,208.15,208.15,208.35,0
项目名称02271,2019-09-20-2019-09-20,121116.96,121116.96,121117.02,121122.02,121127.02,121127.02,121127.02,121127.02,121127.02,121127.02,121127.02,121127.02,0
项目名称02272,2021-04-29-2021-04-29,2343.52,2343.52,2343.52,2343.52,2343.52,-99,-99,2343.52,2343.52,2343.55,2343.55,2343.55,0
项目名称02273,2021-04-29-2021-04-29,10058.98,10058.98,10058.98,10058.98,10058.98,-99,-99,10058.98,10058.98,10059.18,10059.2,10059.2,0
项目名称02274,2021-08-05-2021-12-31,953692.45,955569.31,957539.57,958289.57,959106.18,961682.08,964336.94,965315.12,966912.12,969144.95,970252.42,979497.94,0
项目名称02275,2019-09-27-2019-09-27,280800,280800,280800,280800,280800,280800,280800,280800,280800,280800,280800,280800,0
项目名称02276,2021-04-29-2022-01-15,25207.85,26082.82,27140.66,27817.75,28674.25,29515.92,30188.03,30741.8,-99,-99,-99,-99,0
项目名称02277,2021-08-05-0,448889.94,448889.94,448919.94,448919.94,449919.94,449919.94,-99,-99,-99,-99,-99,-99,0
项目名称02278,2019-09-30-2019-09-30,2434921,2459471,2501921,2522921,2547821,2589921,2619271,2652521,2722371,2744771,2800521,2834371,0
项目名称02279,2021-04-30-2021-12-20,4801.63,4801.64,4801.65,4807.33,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02280,2021-04-30-2022-01-27,3281.13,3284.82,3305.32,3905.32,3906.33,3928.33,3928.33,3953.54,4055.13,4061.13,-99,-99,0
项目名称02281,2021-08-05-0,17794.62,23038.62,23089.62,23139.62,23139.62,23179.62,23181.62,23201.62,23526.62,23527.62,24608.62,25929.62,0
项目名称02282,2021-04-30-2022-02-10,127579.25,127585.26,128813.37,132676.87,136297.87,141213.97,148051.97,151715.77,153628.84,156323.34,159639.84,160166.1,0
项目名称02283,2019-10-10-2019-10-10,262196,268862,268862,273306,275528,275528,275528,279972,279972,286638,288860,288860,0
项目名称02284,2021-05-06-2021-05-06,18396,18396,18396,18396,18396,18396,18396,18396,18396,18396,18396,18396,0
项目名称02285,2021-02-03-0,3226.85,3230.85,3231.85,3233.85,3233.85,3234.85,3235.85,3237.85,3237.85,3238.85,3279.75,3279.75,0
项目名称02286,2021-02-03-0,1827.99,1827.99,1827.99,1827.99,1827.99,1827.99,1827.99,1827.99,1827.99,1827.99,3998.19,3998.19,0
项目名称02287,2021-02-09-2021-12-31,88026.47,88216.54,88305.06,88549.31,88563.01,88651.21,88825.14,88907.49,89440.59,89590.09,90229.45,100621.16,0
项目名称02288,2021-02-12-2021-12-22,154185.94,154457.89,156533,157061.48,157448.68,-99,-99,-99,-99,-99,-99,-99,0
项目名称02289,2021-02-16-2021-12-28,40429.27,40655.08,40690.98,40713.68,40720.68,40725.68,-99,-99,-99,-99,-99,-99,1
项目名称02290,2021-02-20-0,201.13,201.13,201.13,201.13,209.13,209.13,212.13,216.13,216.13,217.13,237.13,237.13,0
项目名称02291,2021-08-05-2021-08-05,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02292,2021-02-20-2021-12-31,273468.51,284688.51,284690.01,284690.01,284963.81,285661.03,-99,-99,-99,-99,290908.93,291208.99,0
项目名称02293,2021-08-05-2022-02-09,122074.59,127605.21,145796.52,154441.48,154736.88,157217.11,159401.21,162377.71,163410.21,164129.81,165698,166023.6,0
项目名称02294,2021-05-06-2022-02-02,11671.7,11671.71,11672.22,11672.22,11673.22,11673.22,12673.22,12673.22,12679.49,12682.49,12682.49,13682.55,0
项目名称02295,2021-02-20-0,395.07,405.08,415.08,427.08,432.08,432.08,432.08,432.08,447.08,457.09,467.09,467.09,0
项目名称02296,2021-05-06-2022-01-26,53558.55,53558.56,53558.58,53559.08,53559.08,53559.08,53559.08,53559.08,53559.65,53562.15,53562.15,53562.15,0
项目名称02297,2021-08-06-2022-02-10,8589.2,8649.74,9769.15,9795.15,9809.25,9817.55,10387.95,10448.45,10510.75,10567.05,10641.63,10666.33,0
项目名称02298,2021-02-22-0,15902.51,15902.51,15902.51,15914.51,15924.51,15930.51,15930.51,16063.51,16069.51,16069.51,16140.51,16147.51,0
项目名称02299,2021-05-06-2021-12-31,158569.16,172010.35,175176.81,180499.25,182740.83,183632.53,-99,-99,-99,-99,-99,-99,0
项目名称02300,2021-08-06-2022-02-18,534069.5,534139.51,534305.62,534473.53,534518.03,534569.73,534674.53,534765.13,534850.53,534939.83,535035.6,535107.5,0
项目名称02301,2021-02-26-0,832.26,832.26,853.26,872.26,877.26,877.26,877.26,977.26,977.26,977.26,977.26,977.26,0
项目名称02302,2021-05-06-2021-12-31,20092.01,20162.02,20164.03,20164.62,20164.62,20164.62,-99,-99,-99,-99,-99,-99,0
项目名称02303,2019-10-10-2021-12-16,401223.69,401223.69,401223.69,401223.69,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02304,2021-08-06-2022-02-01,9253.19,9267.27,9285.39,9499.39,9657.39,9686.5,9694.5,9709.01,9719.01,9725.01,9741.26,9802.76,0
项目名称02305,2019-10-12-2021-12-31,88469.5,88470.55,88530.55,88532.06,88532.06,88915.42,-99,88916.43,88916.93,88919,88941,88941,0
项目名称02306,2021-05-07-0,30204.94,30204.94,30204.94,30209.95,30212.95,30217.95,30217.95,30217.95,30267.95,30270.95,-99,-99,0
项目名称02307,2019-10-14-0,1132.04,1138.04,1139.04,1144.04,1144.04,1145.04,-99,-99,-99,-99,-99,-99,0
项目名称02308,2021-08-06-0,46211.44,46211.44,46211.44,46211.44,46211.44,46211.44,-99,-99,-99,-99,-99,-99,0
项目名称02309,2021-05-08-2021-05-08,430.9,430.91,431.91,431.91,431.91,-99,-99,431.91,431.91,431.91,432.01,432.01,0
项目名称02310,2019-10-21-2019-10-21,6145.21,6145.21,6145.21,6155.21,6155.21,6165.21,6165.21,6165.21,6165.21,6175.21,6175.21,6175.21,0
项目名称02311,2021-08-06-0,58697.69,58759.17,59509.67,59820.27,60348.27,60359.27,-99,-99,-99,-99,-99,-99,0
项目名称02312,2021-05-08-2021-05-08,44.03,45.03,45.03,45.03,45.03,-99,-99,45.03,45.03,45.03,45.03,45.03,0
项目名称02313,2021-05-10-2021-05-10,67962.22,67962.22,67963.22,67968.34,67968.34,67968.34,67968.34,67968.34,67968.34,67969.34,67972.34,67972.34,0
项目名称02314,2021-08-06-2022-01-28,11240.76,11276.7,11289.88,11338.88,11344.88,11349.88,11360.88,11366.91,11395.63,11399.64,18467.83,18471.39,0
项目名称02315,2019-10-30-2019-10-30,26272.55,26272.55,26272.55,26272.55,26272.55,26272.55,26292.55,26294.55,26298.55,26301.55,26327.55,26421.55,0
项目名称02316,2021-05-10-2021-05-10,852964.55,852965.25,852969.05,852985.85,852988.45,852991.05,853031.75,853033.46,853034.26,853034.96,853035.76,853043.36,0
项目名称02317,2019-11-04-2019-11-04,84960,96480,100800,105120,106560,112320,113760,115200,118080,118080,119520,120960,0
项目名称02318,2021-08-07-2022-02-18,2300071.49,2789065.19,2789070.29,2789074.29,2789074.39,2789074.4,2789074.9,2789074.9,2789075.4,2789075.4,2789075.4,2789076.97,0
项目名称02319,2021-02-26-0,941.08,941.08,951.08,961.08,961.08,961.08,961.08,981.08,997.08,997.08,1009.08,1010.08,0
项目名称02320,2019-11-05-2019-11-05,238000,238000.01,238000.01,238000.01,238000.01,238000.01,238000.01,238000.01,238000.01,238000.01,-99,-99,0
项目名称02321,2021-08-07-0,1061205.84,1061505.84,1061510.84,1061537.84,1061546.84,1061546.84,-99,-99,-99,-99,-99,-99,0
项目名称02322,2021-03-03-0,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,0
项目名称02323,2021-03-04-2021-12-15,40705.99,41505.1,41759.21,43046.66,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02324,2021-03-04-2022-01-07,795507.18,796520.23,796835.29,797029.44,797286.45,797523.45,797563.48,-99,-99,-99,-99,-99,0
项目名称02325,2021-03-05-0,249.12,249.12,298.12,298.12,298.12,323.12,323.12,372.12,418.07,418.07,418.07,418.07,0
项目名称02326,2021-03-05-0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,9.76,9.76,9.76,0
项目名称02327,2021-03-08-0,1000.88,1000.88,1001,1041,1041,1041,1046,1046,1046,1047,1073,1093,1
项目名称02328,2021-03-08-0,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,0
项目名称02329,2021-05-11-2021-12-31,101832.5,176500.37,176502.43,176504.02,176504.02,176505.02,-99,-99,-99,-99,-99,-99,0
项目名称02330,2021-03-09-2022-01-13,13225.16,13226.16,13229.16,13261.16,13262.16,13262.16,13262.16,13263.16,-99,-99,-99,-99,0
项目名称02331,2021-05-11-2022-02-09,10695,10740.07,10976.17,11218.96,11804.56,12403.26,13340.46,14232.72,15150.13,16188.85,17093.44,17285.91,0
项目名称02332,2021-03-10-0,291.02,298.02,301.02,315.02,326.02,337.02,349.02,403.02,404.02,454.02,633.02,638.02,0
项目名称02333,2021-05-12-2021-05-12,3170.03,3170.03,3170.03,3170.03,3170.03,-99,-99,3170.03,3170.03,3170.03,3170.03,3170.03,0
项目名称02334,2019-11-08-2019-11-08,174460,174460,174460,174460,174460,174460,174460,174460,174460,174460,174460,174460,0
项目名称02335,2021-05-13-2021-12-11,614998.73,615586.47,615930.57,-99,-99,-99,-99,616256.51,616382.64,616522.69,618189.6,618423.06,0
项目名称02336,2019-11-18-2019-11-18,562300,568400,572850,578600,578600,581200,581200,586950,586950,588250,593250,595100,0
项目名称02337,2021-05-13-2021-05-13,398.39,398.39,400.07,401.75,401.75,-99,-99,401.75,401.75,401.75,401.75,401.75,0
项目名称02338,2019-11-20-2021-12-30,3976044.78,4022584.15,4050374.09,4072765.82,4092002.06,4114188.41,-99,-99,-99,-99,-99,-99,0
项目名称02339,2021-05-13-2022-02-19,1154.64,1161.65,1252.56,2127.93,2517.11,2966.81,3200.88,3451.13,3573.51,3633.7,3995.01,4002.21,0
项目名称02340,2021-08-07-2021-08-07,38138.71,38164.71,38194.71,38452.71,38464.71,38484.71,38498.71,38506.71,38520.71,38520.71,38525.71,38534.72,0
项目名称02341,2019-11-21-2019-11-21,124713.73,126353.73,126428.74,126455.87,126455.89,126591.94,-99,-99,-99,-99,-99,-99,0
项目名称02342,2021-05-13-2022-02-11,11988.22,13304.08,24253.89,33379.61,33387.61,33400.62,33408.62,33422.62,33433.69,33445.69,33461.69,33575.75,0
项目名称02343,2019-11-21-2019-11-21,1666862.2,1698966.98,1726884.24,1750722.95,1767006.7,1779866.81,1803254.67,1835941.56,1842683.86,1842683.86,1842683.86,1842683.86,0
项目名称02344,2021-08-07-2022-01-13,164933.81,168841.83,172283.01,227914.57,229446.94,261670.84,273730.96,274655.68,275023.41,276003.09,284366.04,285811.58,0
项目名称02345,2021-05-14-2021-12-31,274795.61,666841.87,679544.26,679630.25,679663.25,679713.26,-99,679745.26,2186015.13,2324395.41,-99,-99,0
项目名称02346,2019-11-27-0,101590.94,101613.14,101666.36,101672.56,101702.58,101704.6,-99,-99,-99,-99,-99,-99,0
项目名称02347,2019-11-27-0,8104.35,8115.35,8118.37,8118.37,8120.37,8120.39,-99,-99,-99,-99,-99,-99,0
项目名称02348,2021-08-07-2022-02-19,401.99,403.2,403.2,406.2,406.2,406.37,406.37,406.87,408.37,408.37,408.37,409.94,0
项目名称02349,2021-05-17-2022-02-02,36432.16,36437.17,36438.17,36444.67,36444.67,36445.67,36455.67,36560.69,36566.76,36573.76,36583.76,36583.82,0
项目名称02350,2019-11-28-2019-11-28,5256527.16,5277107.16,5293277.16,5310917.16,5316797.16,5322677.16,5338847.16,5349137.16,5365307.16,5387357.16,5425577.16,5452037.16,0
项目名称02351,2021-03-11-2022-02-15,19471.26,19473.03,19475.32,19475.4,19478.4,19478.41,19481.48,19498.62,19498.7,19514.77,19521.1,19604.13,0
项目名称02352,2019-11-28-2019-11-28,69071.5,69734.34,71017.49,71764.88,71969.71,72554.69,72761.18,74026.96,74795.84,74931.85,75456.01,76670.67,0
项目名称02353,2021-08-09-2022-02-18,23735.48,139418.05,140115,140434.8,140459.81,140461.81,140566.81,140674.91,140875.41,140897.42,151638.31,151645.08,0
项目名称02354,2021-03-12-2022-02-14,9711,9711,9716,9716.01,9716.01,9718,9720,9720.1,9720.17,9720.17,9720.17,9721.23,0
项目名称02355,2019-11-29-0,24488.77,24488.77,24488.79,24493.79,24493.82,24493.88,-99,-99,-99,-99,-99,-99,0
项目名称02356,2021-08-09-2021-08-09,424245,424245,424259,424259,424259,424259,-99,-99,-99,-99,-99,-99,0
项目名称02357,2021-03-12-2021-12-14,2699.09,2699.14,2700.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02358,2021-08-09-2022-02-19,25255.13,25271.44,25383.55,25541.2,25546.42,25559.82,25568.53,25575.58,25580.84,25619.86,25674.27,25702.81,0
项目名称02359,2021-03-12-2022-02-17,169137,169177,169187.5,169203.5,169223.5,169223.5,169223.5,169345.4,169493.97,169493.97,172004.93,172004.99,0
项目名称02360,2021-03-15-2021-03-15,116,119,119,149,149,152,152,152,152,-99,-99,-99,0
项目名称02361,2021-03-18-0,1117.41,1127.41,1186.45,1196.45,1217.45,1242.45,1252.46,1331.46,1371.46,1394.46,1469.46,1471.46,0
项目名称02362,2021-08-09-2022-02-11,1572.95,1984.42,2637.73,2716.12,2780.46,2947.34,3245,3509.56,3716.78,3939.3,4417.51,4798.52,0
项目名称02363,2021-03-23-0,801918.67,1203826.35,1203827.35,1339544.69,1834474.73,1834485.93,1834499.93,1834510.93,1834525.93,1834535.93,1834870.93,1834873.93,0
项目名称02364,2021-08-09-2022-02-16,57559.56,57609.57,57672.57,58441.57,58541.58,58551.58,58601.58,58617.08,58658.58,58660.79,58671.86,58733.43,0
项目名称02365,2021-03-30-2021-12-27,100164.1,104888.8,108858.99,113055.79,114951.99,116028.99,118740.69,119092.69,121376.77,122196.77,125648.43,125648.59,0
项目名称02366,2021-08-09-2021-08-09,15070.9,15074.9,15081.9,15081.9,15082.9,15082.9,15082.9,15082.9,15082.9,15082.9,15082.9,15082.9,0
项目名称02367,2021-05-17-2021-12-25,15262.34,15377.35,15747.47,15764.97,15781.97,15789.97,16250.67,16259.67,16986.24,17095.74,17954.62,18103.62,0
项目名称02368,2021-03-31-2021-12-31,7318.24,7530.26,7541.27,7542.37,7547.37,7557.37,-99,-99,-99,-99,-99,-99,0
项目名称02369,2021-05-17-0,14592.37,14594.49,14594.59,14649.16,14649.23,-99,-99,-99,-99,-99,-99,-99,0
项目名称02370,2021-04-01-0,10047.88,10071.88,10100.88,10161.88,10172.88,10324.91,10364.91,10374.91,10509.81,10623.81,10951.21,10960.21,0
项目名称02371,2021-05-17-2022-01-28,553965.82,631645.19,632465.44,632527.14,632693.14,632847.9,632863.7,632967.9,632990.65,633012.65,633115.65,633142.37,0
项目名称02372,2019-12-02-2019-12-02,66637.46,66807.04,67048.34,67075.26,67116.39,67261.81,67452.74,67671.07,67698.57,67961.64,70181.37,70571.41,0
项目名称02373,2021-05-17-2022-02-02,5116.74,5157.6,5243.52,5276.62,5362.32,5426.52,5658.37,5855.17,5937.24,6055.34,7005.14,-99,1
项目名称02374,2019-12-03-2021-12-31,73912.6,73912.6,73937.6,73938.1,79438.1,80550.1,80550.1,80560.1,80560.6,83861.1,83876.1,83886.1,0
项目名称02375,2021-05-18-2021-05-18,22826.58,22826.58,22826.58,22826.58,22826.58,-99,-99,22826.58,22826.58,22826.58,22826.58,22826.58,0
项目名称02376,2019-12-04-0,85042.4,85059.4,85059.42,85060.44,85063.51,85063.59,-99,-99,-99,-99,-99,-99,1
项目名称02377,2021-05-18-2022-01-19,296171.44,296179.52,296180.02,296190.02,296193.02,296194.02,296203.02,296205.45,296209.04,-99,-99,-99,0
项目名称02378,2019-12-05-0,118159.93,118159.93,118159.93,118160.93,118198.94,118205.94,-99,-99,-99,-99,-99,-99,0
项目名称02379,2021-05-18-2022-02-16,27700.64,29324.06,30162.27,30587.19,31872.87,32218.82,33702.35,34228.18,34822.56,35102.94,36457.78,37944.86,0
项目名称02380,2019-12-05-0,10580.44,10581.44,10581.46,10586.48,10588.52,10590.52,-99,-99,-99,-99,-99,-99,0
项目名称02381,2021-05-18-2022-02-17,1062748.13,1062748.14,1062748.15,1062748.65,1062748.65,1062748.65,1062748.65,1062748.65,1062749.22,1062751.72,1062751.72,1062751.72,0
项目名称02382,2019-12-09-2021-12-31,4921.02,6971.02,6971.32,6971.82,6971.82,6972.82,-99,-99,-99,-99,-99,-99,1
项目名称02383,2021-05-19-2021-05-19,4359.04,4360.04,4360.04,4361.04,4361.04,-99,-99,4361.04,4361.04,4361.04,4361.44,4363.44,0
项目名称02384,2021-08-10-0,242.01,242.01,247.01,247.01,247.01,247.01,-99,247.01,247.01,247.01,247.01,247.01,0
项目名称02385,2019-12-13-2019-12-13,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,0
项目名称02386,2021-05-19-2022-02-15,1818328.71,1870379.37,1870673.36,1870804.05,1870972.05,1870995.06,1870996.07,1871021.11,1871142.57,1871155.07,1871327.18,1871443.19,0
项目名称02387,2019-12-18-2019-12-18,29497.19,29514.19,29693.54,29989.69,29999.03,30019.23,-99,-99,-99,-99,-99,-99,0
项目名称02388,2021-08-10-0,5733.24,5734.24,5739.24,5739.24,5739.24,5739.24,-99,-99,-99,-99,-99,-99,0
项目名称02389,2019-12-20-2019-12-20,33401.68,33459.62,33631.33,33733.11,33864.33,33924.07,-99,-99,-99,-99,-99,-99,0
项目名称02390,2021-04-07-2022-01-21,1882492.24,1884053.24,1887034.24,1891964.84,1893465.04,1894365.04,1897006.25,1897706.25,1898207.33,-99,1899858.53,1900779.69,0
项目名称02391,2021-08-10-0,32913.24,32913.24,32918.24,32918.24,32918.24,32918.24,-99,32919.24,123636.24,129636.24,129636.24,129636.24,0
项目名称02392,2019-12-31-2021-12-31,152444.91,152482.44,152632.01,152648.52,152650.52,152950.52,-99,-99,-99,-99,158775.85,158913.85,0
项目名称02393,2021-04-07-2021-04-07,215165.05,217584.05,219742.17,223273.23,226827.43,231476.33,233001.33,239621.71,241812.61,242833.61,246158.65,247591.65,0
项目名称02394,2021-08-10-2021-08-10,4324.23,4324.23,4324.23,4324.23,4324.23,4325.23,-99,4425.23,4446.23,4447.23,4447.23,4465.23,0
项目名称02395,2021-04-08-0,1755.13,1755.13,1765.13,1770.13,1770.13,1770.13,1770.13,1770.13,1770.13,1770.13,1770.13,1777.13,0
项目名称02396,2021-04-08-0,1601.66,1604.66,1659.66,1709.66,1709.66,1709.66,1719.66,1769.66,1769.66,1769.66,1769.66,1769.66,0
项目名称02397,2021-08-10-2022-02-14,99977.3,100195.38,100486.4,100687.37,101354.93,101614.43,101813.53,102239.46,102409.2,102643.79,103210.4,103241.27,0
项目名称02398,2021-04-11-0,1514.66,1514.66,1524.66,1534.66,1534.66,1534.66,1535.66,1535.66,1536.66,1536.66,1536.66,1536.76,0
项目名称02399,2021-08-11-2022-02-10,593428.53,593454.55,593494.55,593524.66,593536.66,593548.66,593564.66,593580.66,593600.16,593613.26,593679.43,593788.93,1
项目名称02400,2021-04-12-2021-12-26,6198.12,6198.3,6306.16,6406.52,6434.52,-99,-99,-99,-99,-99,-99,-99,0
项目名称02401,2019-12-31-2019-12-31,74812.01,74937.21,75186.21,75303.21,75396.21,75781.21,76288.01,76531.11,76600.11,76728.11,77122.11,77378.11,1
项目名称02402,2021-08-11-2022-02-11,240835.1,240857.12,240894.12,240897.12,240897.12,240897.12,240898.12,240915.62,240926.12,240926.12,240926.29,240927.85,0
项目名称02403,2021-04-14-2022-01-29,631432.58,631520.99,631558.57,631775.49,631859.28,631913.84,631971.76,631996.16,631999.59,632131.77,-99,-99,0
项目名称02404,2021-05-19-2021-11-23,906.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称02405,2021-08-11-2022-02-11,33810.27,34145.03,34460.77,34715.43,34882.82,35027.02,35310.02,35513.4,36083.36,36280.67,36937.92,37141.42,0
项目名称02406,2021-04-14-2022-01-24,18888.07,18898.33,18921.83,18932.83,18977.83,19027.83,19097.83,20108.83,20108.9,20108.9,-99,-99,0
项目名称02407,2021-05-19-2021-12-31,1430088.71,1436748.09,1437110.85,1437352.83,1437508.79,1437649.99,-99,-99,-99,-99,-99,-99,0
